17;ICS;Valid Accounts;Active Directory Configuration;Consider configuration and use of a network-wide authentication service such as Active Directory, LDAP, or RADIUS capabilities which can be found in ICS devices.;
18;ICS;Engineering Workstation Compromise;Antivirus/Antimalware;Install anti-virus software on all workstation and transient assets that may have external access, such as to web, email, or remote file shares.;
19;ICS;Transient Cyber Asset;Antivirus/Antimalware;Install anti-virus software on all workstation and transient assets that may have external access, such as to web, email, or remote file shares.;
20;ICS;Transient Cyber Asset;Encrypt Sensitive Information;Consider implementing full disk encryption, especially if engineering workstations are transient assets that are more likely to be lost, stolen, or tampered with.;
21;ICS;Transient Cyber Asset;Network Segmentation;Segment and control software movement between business and OT environments by way of one directional DMZs. Web access should be restricted from the OT environment. Engineering workstations, including transient cyber assets (TCAs) should have minimal connectivity to external networks, including Internet and email, further limit the extent to which these devices are dual-homed to multiple networks.;
22;ICS;Transient Cyber Asset;Update Software;Update software on control network assets when possible. If feasible, use modern operating systems and software to reduce exposure to known vulnerabilities.;
23;ICS;Transient Cyber Asset;Audit;Integrity checking of transient assets can include performing the validation of the booted operating system and programs using TPM-based technologies, such as Secure Boot and Trusted Boot.5 It can also include verifying filesystem changes, such as programs and configuration files stored on the system, executing processes, libraries, accounts, and open ports.;
24;ICS;Spearphishing Attachment;Antivirus/Antimalware;Deploy anti-virus on all systems that support external email.;
25;ICS;User Execution;Antivirus/Antimalware;Ensure anti-virus solution can detect malicious files that allow user execution (e.g., Microsoft Office Macros, program installers).;
26;ICS;Valid Accounts;Application Developer Guidance;Ensure that applications and devices do not store sensitive data or credentials insecurely (e.g., plaintext credentials in code, published credentials in repositories, or credentials in public cloud storage).;
27;ICS;Drive-by Compromise;Application Isolation and Sandboxing;Built-in browser sandboxes and application isolation may be used in conjunction to contain malware before malicious actions occur.;
28;ICS;Exploit Public-Facing Application;Application Isolation and Sandboxing;Application isolation will limit the other processes and system features an exploited target can access. Examples of built in features are software restriction policies, AppLocker for Windows, and SELinux or AppArmor for Linux.;
29;ICS;Exploitation for Evasion;Application Isolation and Sandboxing;Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. Risks of additional exploits and weaknesses in these systems may still exist.;
30;ICS;Exploitation of Remote Services;Application Isolation and Sandboxing;Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. Risks of additional exploits and weaknesses in these systems may still exist.;
31;ICS;Scripting;Application Isolation and Sandboxing;Consider the use of application isolation and sandboxing to restrict specific operating system interactions such as access through user accounts, services, system calls, registry, and network access. This may be even more useful in cases where the source of the executed script is unknown.;
32;ICS;Exploitation for Privilege Escalation;Application Isolation and Sandboxing;Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. Risks of additional exploits and weaknesses in these systems may still exist.;
33;ICS;Block Reporting Message;Audit;Perform integrity checks of firmware before uploading it on a device. Utilize cryptographic hashes to verify the firmware has not been tampered with by comparing it a trusted hash of the firmware. This could be from a trusted data sources (e.g., vendor site) or through a third-party verification service.;
34;ICS;Data from Information Repositories;Audit;Consider periodic review of accounts and privileges for critical and sensitive repositories.;
35;ICS;Engineering Workstation Compromise;Audit;Integrity checking of engineering workstations can include performing the validation of the booted operating system and programs using TPM-based technologies, such as Secure Boot and Trusted Boot. It can also include verifying filesystem changes, such as programs and configuration files stored on the system, executing processes, libraries, accounts, and open ports.;
36;ICS;Hooking;Audit;Perform audits or scans of systems, permissions, insecure software, insecure configurations, etc. to identify potential weaknesses. Perform periodic integrity checks of the device to validate the correctness of the firmware, software, programs, and configurations. Integrity checks, which typically include cryptographic hashes or digital signatures, should be compared to those obtained at known valid states, especially after events like device reboots, program downloads, or program restarts.;
37;ICS;Modify Parameter;Audit;Provide the ability to verify the integrity of control logic or programs loaded on a controller. While techniques like CRCs and checksums are commonly used, they are not cryptographically strong and can be vulnerable to collisions. Preferably cryptographic hash functions (e.g., SHA-2, SHA-3) should be used.;
38;ICS;Module Firmware;Audit;Perform integrity checks of firmware before uploading it on a device. Utilize cryptographic hashes to verify the firmware has not been tampered with by comparing it a trusted hash of the firmware. This could be from a trusted data sources (e.g., vendor site) or through a third-party verification service.;
39;ICS;Program Download;Audit;Provide the ability to verify the integrity of control logic or programs loaded on a controller. While techniques like CRCs and checksums are commonly used, they are not cryptographically strong and can be vulnerable to collisions. Preferably cryptographic hash functions (e.g., SHA-2, SHA-3) should be used.;
40;ICS;Project File Infection;Audit;Review the integrity of project files to verify they have not been modified by adversary behavior. Verify a cryptographic hash for the file with a known trusted version, or look for other indicators of modification (e.g., timestamps).;
41;ICS;Rootkit;Audit;Audit the integrity of PLC operating system functionality, such as the manipulation of standard function blocks (e.g., Organizational Blocks) that manage the execution of application logic programs.;
42;ICS;Supply Chain Compromise;Audit;Perform audits or scans of systems, permissions, insecure software, insecure configurations, etc. to identify potential weaknesses. Perform periodic integrity checks of the device to validate the correctness of the firmware, software, programs, and configurations. Integrity checks, which typically include cryptographic hashes or digital signatures, should be compared to those obtained at known valid states, especially after events like device reboots, program downloads, or program restarts.;
43;ICS;System Firmware;Audit;Perform integrity checks of firmware before uploading it on a device. Utilize cryptographic hashes to verify the firmware has not been tampered with by comparing it a trusted hash of the firmware. This could be from a trusted data sources (e.g., vendor site) or through a third-party verification service.;
44;ICS;Valid Accounts;Audit;Routinely audit source code, application configuration files, open repositories, and public cloud storage for insecure use and storage of credentials.;
45;ICS;Modify Program;Audit;Provide the ability to verify the integrity of control logic or programs loaded on a controller. While techniques like CRCs and checksums are commonly used, they are not cryptographically strong and can be vulnerable to collisions. Preferably cryptographic hash functions (e.g., SHA-2, SHA-3) should be used.;
46;ICS;Modify Controller Tasking;Audit;Provide the ability to verify the integrity of control logic or programs loaded on a controller. While techniques like CRCs and checksums are commonly used, they are not cryptographically strong and can be vulnerable to collisions. Preferably cryptographic hash functions (e.g., SHA-2, SHA-3) should be used.;
47;ICS;Activate Firmware Update Mode;Authorization Enforcement;Restrict configurations changes and firmware updating abilities to only authorized individuals.;
48;ICS;Data Historian Compromise;Authorization Enforcement;All remotely accessible services should implement access control mechanisms to restrict the information or services accessible to users.;
49;ICS;Detect Operating Mode;Authorization Enforcement;All field controllers should restrict the modification of programs to only certain users (e.g., engineers, field technician), preferably through implementing a role-based access mechanism.;
50;ICS;Device Restart/Shutdown;Authorization Enforcement;All field controllers should restrict the modification of programs to only certain users (e.g., engineers, field technician), preferably through implementing a role-based access mechanism.;
51;ICS;Engineering Workstation Compromise;Authorization Enforcement;All remotely accessible services should implement access control mechanisms to restrict the information or services accessible to users.;
52;ICS;Execution through API;Authorization Enforcement;All APIs used to perform execution, especially those hosted on embedded controllers (e.g., PLCs), should provide adequate authorization enforcement of user access. Minimize user's access to only required API calls.;
53;ICS;Modify Alarm Settings;Authorization Enforcement;Only authorized personnel should be able to change settings for alarms.;
54;ICS;Modify Parameter;Authorization Enforcement;All field controllers should restrict the modification of programs to only certain users (e.g., engineers, field technician), preferably through implementing a role-based access mechanism.;
55;ICS;Point & Tag Identification;Authorization Enforcement;Automation protocols (e.g., OPC, DNP3) can restrict access to certain 'points'/requests based on a user's or device's privilege, this can prevent an unauthorized user from identifying certain point or tag identifiers. For example, DNP3-SA requires challenge-response authentication for certain DNP3 requests, similar techniques could be extended more broadly to other points or tags. ||  || Systems and devices should restrict access to any data with potential confidentiality concerns, including point and tag information.;
56;ICS;Program Download;Authorization Enforcement;All field controllers should restrict the modification of programs to only certain users (e.g., engineers, field technician), preferably through implementing a role-based access mechanism.;
57;ICS;Program Upload;Authorization Enforcement;All field controllers should restrict program uploads to only certain users (e.g., engineers, field technician), preferably through implementing a role-based access mechanism.;
58;ICS;Change Operating Mode;Authorization Enforcement;All field controllers should restrict operating mode changes to only required authenticated users (e.g., engineers, field technicians), preferably through implementing a role-based access mechanism. Further, physical mechanisms (e.g., keys) can also be used to limit unauthorized operating mode changes.;
59;ICS;Remote Services;Authorization Enforcement;Provide privileges corresponding to the restriction of a GUI session to control system operations (examples include HMI read-only vs. read-write modes). Ensure local users, such as operators and engineers, are giving prioritization over remote sessions and have the authority to regain control over a remote session if needed. Prevent remote access sessions (e.g., RDP, VNC) from taking over local sessions, especially those used for ICS control, especially HMIs.;
60;ICS;Module Firmware;Boot Integrity;Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. Use Trusted Platform Module technology. Move system's root of trust to hardware to prevent tampering with the SPI flash memory. Technologies such as Intel Boot Guard can assist with this.;
61;ICS;System Firmware;Boot Integrity;Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. Use Trusted Platform Module technology. Move system's root of trust to hardware to prevent tampering with the SPI flash memory. Technologies such as Intel Boot Guard can assist with this.;
62;ICS;Block Reporting Message;Code Signing;Devices should verify that firmware has been properly signed by the vendor before allowing installation.;
63;ICS;Masquerading;Code Signing;Require signed binaries.;
64;ICS;Module Firmware;Code Signing;Devices should verify that firmware has been properly signed by the vendor before allowing installation.;
65;ICS;Program Download;Code Signing;Utilize code signatures to verify the integrity of the installed program on safety or control assets has not been changed.;
66;ICS;Project File Infection;Code Signing;Allow for code signing of any project files stored at rest to prevent unauthorized tampering. Ensure the signing keys are not easily accessible on the same system.;
67;ICS;Rootkit;Code Signing;Digital signatures may be used to ensure application DLLs are authentic prior to execution.;
68;ICS;Supply Chain Compromise;Code Signing;When available utilize hardware and software root-of-trust to verify the authenticity of a system. This may be achieved through cryptographic means, such as digital signatures or hashes, of critical software and firmware throughout the supply chain.;
69;ICS;System Firmware;Code Signing;Devices should verify that firmware has been properly signed by the vendor before allowing installation.;
70;ICS;User Execution;Code Signing;Prevent the use of unsigned executables, such as installers and scripts.;
71;ICS;Modify Program;Code Signing;Utilize code signatures to verify the integrity of the installed program on safety or control assets has not been changed.;
72;ICS;Modify Controller Tasking;Code Signing;Utilize code signatures to verify the integrity of the installed program on safety or control assets has not been changed.;
73;ICS;Activate Firmware Update Mode;Communication Authenticity;Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.;
74;ICS;Detect Operating Mode;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
75;ICS;Device Restart/Shutdown;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
76;ICS;Man in the Middle;Communication Authenticity;Communication authenticity will ensure that any messages tampered with through MITM can be detected, but cannot prevent eavesdropping on these. In addition, providing communication authenticity around various discovery protocols, such as DNS, can be used to prevent various MITM procedures.;
77;ICS;Manipulation of Control;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
78;ICS;Manipulation of View;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
79;ICS;Module Firmware;Communication Authenticity;Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.;
80;ICS;Point & Tag Identification;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
81;ICS;Program Download;Communication Authenticity;Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.;
82;ICS;Program Upload;Communication Authenticity;Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.;
83;ICS;Rogue Master;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
84;ICS;Spoof Reporting Message;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
85;ICS;System Firmware;Communication Authenticity;Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.;
86;ICS;Unauthorized Command Message;Communication Authenticity;Protocols used for control functions should provide authenticity through MAC functions or digital signatures. If not, utilize bump-in-the-wire devices or VPNs to enforce communication authenticity between devices that are not capable of supporting this (e.g., legacy controllers, RTUs).;
87;ICS;Change Operating Mode;Communication Authenticity;Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.;
88;ICS;Wireless Compromise;Communication Authenticity;Do not inherently rely on the authenticity provided by the network/link layer (e.g., 802.11, LTE, 802.15.4), as link layer equipment may have long lifespans and protocol vulnerabilities may not be easily patched. Provide defense-in-depth by implementing authenticity within the associated application-layer protocol, or through a network-layer VPN. Furthermore, ensure communications schemes provide strong replay protection, employing techniques such as timestamps or cryptographic nonces.;
89;ICS;Data Destruction;Data Backup;Utilize central storage servers for critical operations where possible (e.g., historians) and keep remote backups. For outstations, use local redundant storage for event recorders. Have backup control system platforms, preferably as hot-standbys to respond immediately to data destruction event.;
90;ICS;Denial of Control;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
91;ICS;Denial of View;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
92;ICS;Loss of Availability;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
93;ICS;Loss of Control;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
94;ICS;Loss of Productivity and Revenue;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
95;ICS;Loss of View;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
96;ICS;Manipulation of Control;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
97;ICS;Manipulation of View;Data Backup;Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise. Maintain and exercise incident response plans, including the management of 'gold-copy' back-up images and configurations for key systems to enable quick recovery and response to adversarial activities that impact control, view, or availability.;
98;ICS;Theft of Operational Information;Data Loss Prevention;Apply DLP to protect the confidentiality of information related to operational processes, facility locations, device configurations, programs, or databases that may have information that can be used to infer organizational trade-secrets, recipes, and other intellectual property (IP).;
99;ICS;Command-Line Interface;Disable or Remove Feature or Program;Consider removing or restricting features that are unnecessary to an asset's intended function within the control environment.;
100;ICS;Commonly Used Port;Disable or Remove Feature or Program;Ensure that unnecessary ports and services are closed to prevent risk of discovery and potential exploitation.;
101;ICS;Data Historian Compromise;Disable or Remove Feature or Program;Consider the disabling or removal of features or programs which are not required by that asset's function within the environment.;
102;ICS;Device Restart/Shutdown;Disable or Remove Feature or Program;Ensure remote commands that enable device shutdown are disabled if they are not necessary. Examples including DNP3's 0x0D function code or unnecessary device management functions.;
103;ICS;Exploitation of Remote Services;Disable or Remove Feature or Program;Ensure that unnecessary ports and services are closed to prevent risk of discovery and potential exploitation.;
104;ICS;External Remote Services;Disable or Remove Feature or Program;Consider removal of remote services which are not regularly in use, or only enabling them when required (e.g. vendor remote access). Ensure all external remote access point (e.g., jump boxes, VPN concentrator) are configured with least functionality, especially the removal of unnecessary services.;
105;ICS;Man in the Middle;Disable or Remove Feature or Program;Disable unnecessary legacy network protocols that may be used for MiTM if applicable.;
106;ICS;Replication Through Removable Media;Disable or Remove Feature or Program;Consider the disabling of features such as AutoRun.;
107;ICS;Scripting;Disable or Remove Feature or Program;Consider removal or disabling of programs and features which may be used to run malicious scripts (e.g., scripting language IDEs, PowerShell, visual studio).;
108;ICS;Remote System Information Discovery;Disable or Remove Feature or Program;Ensure that unnecessary ports and services are closed to prevent risk of discovery and potential exploitation.;
109;ICS;Module Firmware;Encrypt Network Traffic;The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.;
110;ICS;Network Sniffing;Encrypt Network Traffic;Ensure that wired and/or wireless traffic is encrypted when feasible. Use best practices for authentication protocols, such as Kerberos, and ensure web traffic that may contain credentials is protected by SSL/TLS.;
111;ICS;System Firmware;Encrypt Network Traffic;The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.;
112;ICS;Wireless Compromise;Encrypt Network Traffic;Utilize strong cryptographic techniques and protocols to prevent eavesdropping on network communications.;
113;ICS;Wireless Sniffing;Encrypt Network Traffic;Utilize strong cryptographic techniques and protocols to prevent eavesdropping on network communications.;
114;ICS;Data from Information Repositories;Encrypt Sensitive Information;Information which is sensitive to the operation and architecture of the process environment may be encrypted to ensure confidentiality and restrict access to only those who need to know.;
115;ICS;Engineering Workstation Compromise;Encrypt Sensitive Information;Consider implementing full disk encryption, especially if engineering workstations are transient assets that are more likely to be lost, stolen, or tampered with.;
116;ICS;Module Firmware;Encrypt Sensitive Information;The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.;
117;ICS;Project File Infection;Encrypt Sensitive Information;When at rest, project files should be encrypted to prevent unauthorized changes.;
118;ICS;System Firmware;Encrypt Sensitive Information;The encryption of firmware should be considered to prevent adversaries from identifying possible vulnerabilities within the firmware.;
119;ICS;Theft of Operational Information;Encrypt Sensitive Information;Encrypt any operational data with strong confidentiality requirements, including organizational trade-secrets, recipes, and other intellectual property (IP).;
120;ICS;Command-Line Interface;Execution Prevention;Execution prevention may block malicious software from accessing protected resources through the command line interface.;
121;ICS;Execution through API;Execution Prevention;Minimize the exposure of API calls that allow the execution of code.;
122;ICS;Masquerading;Execution Prevention;Use tools that restrict program execution via application control by attributes other than file name for common system and application utilities.;
123;ICS;Scripting;Execution Prevention;Execution prevention may prevent malicious scripts from accessing protected resources.;
124;ICS;User Execution;Execution Prevention;Application control may be able to prevent the running of executables masquerading as other files.;
125;ICS;Native API;Execution Prevention;Minimize the exposure of API calls that allow the execution of code.;
126;ICS;Drive-by Compromise;Exploit Protection;Utilize exploit protection to prevent activities which may be exploited through malicious web sites.;
127;ICS;Exploit Public-Facing Application;Exploit Protection;Web Application Firewalls may be used to limit exposure of applications to prevent exploit traffic from reaching the application.;
128;ICS;Exploitation for Evasion;Exploit Protection;Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. Many of these protections depend on the architecture and target application binary for compatibility and may not work for all software or services targeted.;
129;ICS;Exploitation of Remote Services;Exploit Protection;Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. Many of these protections depend on the architecture and target application binary for compatibility and may not work for all software or services targeted.;
130;ICS;Exploitation for Privilege Escalation;Exploit Protection;Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. Many of these protections depend on the architecture and target application binary for compatibility and may not work for all software or services targeted.;
131;ICS;Activate Firmware Update Mode;Filter Network Traffic;Filter for protocols and payloads associated with firmware activation or updating activity.;
132;ICS;Brute Force I/O;Filter Network Traffic;Allow/denylists can be used to block access when excessive I/O connections are detected from a system or device during a specified time period.;
133;ICS;Connection Proxy;Filter Network Traffic;Traffic to known anonymity networks and C2 infrastructure can be blocked through the use of network allow and block lists. It should be noted that this kind of blocking may be circumvented by other techniques like Domain Fronting.;
134;ICS;Data Historian Compromise;Filter Network Traffic;Filter network traffic to data historians to ensure only authorized data flows are allowed, especially across network boundaries.;
135;ICS;Detect Operating Mode;Filter Network Traffic;Perform inline allowlisting of automation protocol commands to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid messages.;
136;ICS;Device Restart/Shutdown;Filter Network Traffic;Application denylists can be used to block automation protocol functions used to initiate device shutdowns or restarts, such as DNP3's 0x0D function code, or vulnerabilities that can be used to trigger device shutdowns (e.g., CVE-2014-9195, CVE-2015-5374).;
137;ICS;Engineering Workstation Compromise;Filter Network Traffic;Ensure all communication is filtered for potentially malicious content, especially for mobile workstations that may not be protected by boundary firewalls.;
138;ICS;Man in the Middle;Filter Network Traffic;Use network appliances and host-based security software to block network traffic that is not necessary within the environment, such as legacy protocols that may be leveraged for MiTM.;
139;ICS;Module Firmware;Filter Network Traffic;Filter for protocols and payloads associated with firmware activation or updating activity.;
140;ICS;Point & Tag Identification;Filter Network Traffic;Perform inline allowlisting of automation protocol commands to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid messages.;
141;ICS;Program Download;Filter Network Traffic;Filter for protocols and payloads associated with program download activity to prevent unauthorized device configurations.;
142;ICS;Program Upload;Filter Network Traffic;Filter for protocols and payloads associated with program upload activity to prevent unauthorized access to device configurations.;
143;ICS;Rogue Master;Filter Network Traffic;Perform inline allowlisting of automation protocol commands to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid reporting messages.;
144;ICS;Spoof Reporting Message;Filter Network Traffic;Perform inline allowlisting of automation protocol commands to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid reporting messages.;
145;ICS;System Firmware;Filter Network Traffic;Filter for protocols and payloads associated with firmware activation or updating activity.;
146;ICS;Unauthorized Command Message;Filter Network Traffic;Perform inline allowlisting of automation protocol commands to prevent devices from sending unauthorized command or reporting messages. Allow/denylist techniques need to be designed with sufficient accuracy to prevent the unintended blocking of valid messages.;
147;ICS;Valid Accounts;Filter Network Traffic;Consider using IP allowlisting along with user account management to ensure that data access is restricted not only to valid users but only from expected IP ranges to mitigate the use of stolen credentials to access data.;
148;ICS;Remote Services;Filter Network Traffic;Filter application-layer protocol messages for remote services to block any unauthorized activity.;
149;ICS;Activate Firmware Update Mode;Human User Authentication;Devices that allow remote management of firmware should require authentication before allowing any changes. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management;
150;ICS;Commonly Used Port;Human User Authentication;All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.;
151;ICS;Data Historian Compromise;Human User Authentication;All remote services should require strong authentication before providing user access.;
152;ICS;Detect Operating Mode;Human User Authentication;All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.;
153;ICS;Device Restart/Shutdown;Human User Authentication;All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.;
154;ICS;Execution through API;Human User Authentication;All APIs on remote systems or local processes should require the authentication of users before executing any code or system changes.;
155;ICS;Modify Alarm Settings;Human User Authentication;All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.;
156;ICS;Module Firmware;Human User Authentication;Devices that allow remote management of firmware should require authentication before allowing any changes. The authentication mechanisms should also support Account Use Policies, Password Policies, and User Account Management.;
